processo,analista,favoravel,classe,assunto,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,idacordao,ementa
10011515520218260484,emily,banco,apelação cível,bancários,heitor luiz ferreira do amparo,promissão,12ª câmara de direito privado,2022-08-30,2022-08-30,15997635.0,"apelação. ação declaratória de inexigibilidade de débito cumulada com indenização por danos morais e materiais. refinanciamento e portabilidade de empréstimo, via plataforma digital – fotografia e rg que comprovam a adesão ao contrato discutido. existência de relação jurídica entre as partes – valores creditados em conta do apelante. sentença de improcedência mantida. recurso desprovido."
10111079420208260625,emily,banco,apelação cível,bancários,heitor luiz ferreira do amparo,taubaté,12ª câmara de direito privado,2022-11-11,2022-11-11,16234388.0,recurso – apelação – contrato bancário – empréstimo consignado – avença eletrônica digital - insurgência contra a r. sentença que julgou improcedente a ação declaratória de inexistência de contrato com indenizatória - inadmissibilidade – inteligência dos artigos 421 e 422 do diploma civil – aplicação dos artigos 8º e 373 do código de processo civil - ausência de má-fé do banco na contratação do empréstimo - credor que comprovou a consumação das operações por meio eletrônico - recurso improvido.
10059326420218260438,emily,banco,apelação cível,bancários,matheus fontes,penápolis,22ª câmara de direito privado,2022-03-30,2022-03-30,15535269.0,ação declaratória - contrato de empréstimo consignado em folha de pagamento – contratação demonstrada – alteração da verdade dos fatos – litigância de má-fé da parte configurada – apelação improvida.
10100905620218260344,emily,banco,apelação cível,bancários,matheus fontes,marília,22ª câmara de direito privado,2022-01-10,2022-01-10,15310434.0,"ação declaratória - contrato de empréstimo consignado em folha de pagamento – contratação demonstrada – alteração da verdade dos fatos – litigância de má-fé da parte configurada – cancelamento, porém, da condenação solidária do advogado ao pagamento de multa por litigância de má-fé - apelação em parte provida."
10069826220208260438,emily,banco,apelação cível,bancários,matheus fontes,penápolis,22ª câmara de direito privado,2021-09-19,2021-09-19,15025572.0,ação declaratória - contrato bancário de empréstimo consignado – contratação demonstrada – litigância de má-fé configurada – cancelamento de ressarcimento de honorários contratuais da outra parte - apelação provida em parte para esse fim
10081164720218260032,emily,banco,apelação cível,bancários,matheus fontes,araçatuba,22ª câmara de direito privado,2022-07-28,2022-07-28,15892867.0,ação declaratória de inexistência de relação contratual c.c. indenização por dano material e moral - contrato de empréstimo consignado em folha de pagamento – contratação demonstrada – ação improcedente – improvimento da apelação
10014090920218260438,emily,banco,apelação cível,bancários,sergio gomes,penápolis,37ª câmara de direito privado,2022-08-01,2022-08-01,15904658.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário e posicionamento por geolocalização– fatos não impugnados objetivamente – precedentes deste tribunal – litigância de má-fé afastada.
sentença reformada – recurso provido em parte."
10045867820218260438,emily,banco,apelação cível,bancários,sergio gomes,penápolis,37ª câmara de direito privado,2022-03-15,2022-03-15,15482934.0,"apelação – ação declaratória cumulada com obrigação de fazer e reparação de danos materiais e morais – empréstimo consignado – sentença de improcedência.
argumentos da apelante que não convencem – empréstimo consignado e respectivos descontos em benefício do inss – banco réu que se desincumbiu do ônus de provar a regularidade do empréstimo tratado nos autos – inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico, havendo a fotografia tirada da mutuária, assim como de documento pessoal – precedentes deste tribunal.
sentença mantida – recurso desprovido."
10024492320228260072,emily,banco,apelação cível,cartão de crédito,sergio gomes,bebedouro,37ª câmara de direito privado,2022-12-02,2022-12-02,16297657.0,"apelação – ação declaratória de inexistência de negócio jurídico – sentença de procedência em parte. 
seguro - comprovação da existência da contratação e da manifestação de vontade do aderente, por meio eletrônico (telefone celular), havendo a fotografia tirada do aderente e de seus documentos pessoais – contratações concomitantes de outros serviços que não foi impugnada – negócio legítimo – ausência de venda casada ou da imposição da contratação ao aderente, que foi beneficiado pela proteção securitária. 
sentença reformada – recurso provido."
10018606820208260438,emily,banco,apelação cível,bancários,sergio gomes,penápolis,37ª câmara de direito privado,2022-02-10,2022-02-10,15385468.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário, assim como de documento pessoal – fatos não impugnados objetivamente – precedentes deste tribunal.
sentença mantida – recurso desprovido."
10129560220228260506,emily,banco,embargos de declaração cível,bancários,sergio gomes,ribeirão preto,37ª câmara de direito privado,2022-09-28,2022-09-28,16092696.0,"embargos de declaração - argumentos inconvincentes - nítido caráter infringente direto – embargos de declaração opostos e rejeitados, porque ausentes na decisão recorrida vícios sanáveis por meio do presente remédio jurídico – inconformismo que não deve ser externado por meio da presente via – embargos de declaração não servem para ajustar o entendimento do órgão julgador às teses sustentadas por quem embarga - mesmo para fins de prequestionamento devem ser observados os limites traçados no art. 1.022 do cpc. embargos rejeitados."
10059937920218260322,emily,banco,apelação cível,bancários,sergio gomes,lins,37ª câmara de direito privado,2022-08-12,2022-08-12,15945354.0,"apelação – ação declaratória de inexistência de débito cumulada com indenizatória – sentença de improcedência.  
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário e posicionamento por geolocalização – fatos não impugnados objetivamente – precedentes deste tribunal. 
sentença mantida – recurso desprovido."
10010554120228260246,emily,banco,embargos de declaração cível,bancários,sergio gomes,ilha solteira,18ª câmara de direito privado,2023-04-17,2023-04-17,16660717.0,"embargos de declaração - ausência de omissão - embargos de declaração não servem para ajustar o entendimento do órgão julgador às teses sustentadas por quem embarga - mesmo quando o recurso tem por fim o prequestionamento, devem ser observados os limites traçados no artigo 1.022 do código de processo civil. 
embargos de declaração rejeitados."
10561731620218260576,emily,banco,apelação cível,bancários,sergio gomes,são josé do rio preto,18ª câmara de direito privado,2023-03-06,2023-03-06,16523687.0,"apelação – ação declaratória de inexistência de débito cumulada com indneizatória - sentença de improcedência. 
1. nulidade – julgamento não concluído por questões técnicas e do sistema saj, em decorrência da aposentadoria do eminente relator sorteado – inteligência do artigo 941, §3º, cpc – decisão da e. presidência da seção de direito privado deste tribunal reconhecendo a nulidade do julgado, que resta integrada ao presente acórdão.
2.empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário e posicionamento por geolocalização – fatos não impugnados objetivamente – precedentes deste tribunal. 
sentença mantida – reconhecida a nulidade do julgamento anterior - recurso desprovido."
10052294520218260047,emily,banco,apelação cível,bancários,sergio gomes,assis,37ª câmara de direito privado,2022-02-22,2022-02-22,15420777.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - repactuação – contratação de empréstimo para quitação de mútuos anteriores e não controvertidos – inocorrência de fraude - comprovação sólida da existência da contratação e da disponibilização do crédito – autora que é regular correntista do banco – contratação formalizada mediante biometria e uso de senha pessoal.
sentença mantida – recurso desprovido."
10238464320208260482,emily,banco,apelação cível,bancários,sergio gomes,presidente prudente,37ª câmara de direito privado,2022-08-03,2022-08-03,15912092.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – instituição financeira que apresentou cópia de instrumento contratual e documento de identificação do autor, idênticos aos por ele fornecidos – precedentes deste tribunal.
sentença reformada – recurso desprovido."
10013355220218260438,emily,banco,apelação cível,bancários,sergio gomes,penápolis,37ª câmara de direito privado,2022-03-31,2022-03-31,15540230.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário e posicionamento por geolocalização– fatos não impugnados objetivamente – precedentes deste tribunal – litigância de má-fé afastada.
sentença reformada – recurso provido em parte."
10000357520228260032,emily,banco,apelação cível,bancários,sergio gomes,araçatuba,37ª câmara de direito privado,2022-12-14,2022-12-14,16328630.0,"apelação – ação declaratória de inexistência de débito – sentença de improcedência. 
empréstimo consignado - inocorrência de fraude - comprovação da existência da contratação e da disponibilização do crédito – anuência manifestada por meio eletrônico (telefone celular), havendo a fotografia tirada do mutuário e posicionamento por geolocalização– fatos não impugnados objetivamente – precedentes deste tribunal – litigância de má-fé afastada.
sentença reformada – recurso provido em parte."
10028632820218260372,emily,banco,apelação cível,bancários,tavares de almeida,monte mor,23ª câmara de direito privado,2023-01-24,2023-01-24,16397311.0,"ação declaratória cumulada com restituição de valores e indenizatória - três empréstimos consignados - contratações eletrônicas - autora - não reconhecimento - relação jurídica - réu - comprovação - refinanciamento das negociações - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - não configuração - pedido inicial - improcedência - sentença - reforma.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo do réu provido com aplicação de multa à autora pela litigância de má-fé."
10017413320218260322,emily,banco,apelação cível,bancários,tavares de almeida,lins,23ª câmara de direito privado,2022-06-02,2022-06-02,15732197.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegaçao - fraude - descaracterização - fato - insurgência um ano após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autora - litigância de má-fé - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - embasamento - arts. 80, ii, e 81 do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10487743320218260576,emily,banco,apelação cível,bancários,tavares de almeida,são josé do rio preto,23ª câmara de direito privado,2022-08-01,2022-08-01,15904028.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - apelo - autor - arguição -cerceamento de defesa - inocorrência - perícia grafotécnica - dispensabilidade - prova documental - suficiência para o julgamento - princípio da persuasão racional (art. 370 do cpc).

contratação - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação de fraude - descaracterização - fato - insurgência onze meses após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

apelo do autor não provido."
10169144020228260071,emily,banco,apelação cível,bancários,tavares de almeida,bauru,23ª câmara de direito privado,2023-03-06,2023-03-06,16522833.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - refinanciamento de dívida - numerário remanescente - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral – não configuração - pedido inicial - improcedência - sentença - manutenção.

apelo da autora desprovido."
10039913520218260291,emily,banco,apelação cível,bancários,tavares de almeida,jaboticabal,23ª câmara de direito privado,2023-03-06,2023-03-06,16522703.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - apelo - arguição - cerceamento na produção da prova - inocorrência - perícia - dispensabilidade - prova documental - suficiência para o julgamento - princípio da persuasão racional (art. 370 do cpc).

 relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - consonância aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10065007520228260008,emily,banco,apelação cível,bancários,tavares de almeida,são paulo,23ª câmara de direito privado,2023-01-24,2023-01-24,16397294.0,"ação declaratória cumulada com repetição do indébito - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - numerário - depósito em conta – autora - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - manutenção.

apelo do réu provido."
10062121720228260077,emily,banco,apelação cível,bancários,tavares de almeida,birigüi,23ª câmara de direito privado,2023-02-07,2023-02-07,16438316.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - relação jurídica - ré - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação - fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - manutenção.

apelo do autor não provido."
10008916420228260541,emily,banco,apelação cível,bancários,tavares de almeida,santa fé do sul,23ª câmara de direito privado,2022-10-14,2022-10-14,16147630.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimos consignados - contratação eletrônica - autora - não reconhecimento - réu - revelia - veracidade dos fatos - presunção relativa - autora - alegações inverossímeis e contraditórias com a prova documental - inteligência do art. 345, iv, do cpc - fraude - descaracterização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - inocorrência - pedido inicial - improcedência - sentença - manutenção.

autora - litigância de má-fé - alteração da verdade dos fatos - juízo - reconhecimento - ""improbus litigator"" - multa - embasamento - arts. 80, ii e 81 do cpc - cabimento.

apelo da autora não provido."
10009566720218260097,emily,banco,apelação cível,bancários,tavares de almeida,buritama,23ª câmara de direito privado,2022-10-14,2022-10-14,16147631.0,"ação declaratória cumulada com restituição de valores e indenizatória - três empréstimos consignados - contratações eletrônicas - autora - não reconhecimento - relação jurídica - réu - comprovação - portabilidade de duas operações e refinanciamento da terceira - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - não configuração - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10012261220228260306,emily,banco,apelação cível,bancários,tavares de almeida,josé bonifácio,23ª câmara de direito privado,2023-02-10,2023-02-10,16452360.0,"ação declaratória cumulada com indenizatória - duas operações de empréstimos consignados - contratações eletrônicas - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - numerário - crédito em conta - vedação ao comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - manutenção.

apelo da autora não provido."
10048676220228260482,emily,banco,apelação cível,bancários,tavares de almeida,presidente prudente,23ª câmara de direito privado,2022-10-14,2022-10-14,16147632.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização – portabilidade das operações - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10081529720218260482,emily,banco,apelação cível,bancários,tavares de almeida,presidente prudente,23ª câmara de direito privado,2022-08-22,2022-08-22,15970448.0,"ação declaratória cumulada com obrigação de fazer e indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - portabilidade de operação - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral – não configuração - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10142959420228260344,emily,banco,apelação cível,bancários,tavares de almeida,marília,23ª câmara de direito privado,2023-03-07,2023-03-07,16527098.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - portabilidade da operação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - não configuração - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora desprovido com aplicação de multa pela litigância de má-fé."
10075114720218260438,emily,banco,apelação cível,bancários,tavares de almeida,penápolis,23ª câmara de direito privado,2022-04-06,2022-04-06,15558869.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - fato - insurgência mais de um ano após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autora - litigância de má-fé - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - juízo - imposição - embasamento - arts. 80, ii e 81 do cpc - cabimento.

apelo da autora não provido."
10560298120228260002,emily,banco,apelação cível,bancários,tavares de almeida,são paulo,23ª câmara de direito privado,2023-02-08,2023-02-08,16440329.0,"ação declaratória cumulada com repetição do indébito - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - numerário - depósito em conta - autor - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - reforma.

apelo do réu provido."
10013538620228260099,emily,banco,apelação cível,bancários,tavares de almeida,bragança paulista,23ª câmara de direito privado,2022-12-13,2022-12-13,16326298.0,"ação declaratória cumulada com consignação em pagamento - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - manutenção.

apelo da autora não provido."
10308989120228260071,emily,banco,apelação cível,bancários,tavares de almeida,bauru,23ª câmara de direito privado,2023-03-17,2023-03-17,16568406.0,"ação declaratória cumulada com restituição de valores e indenizatória - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - apelo - arguição - cerceamento na produção da prova - inocorrência - perícia - dispensabilidade - prova documental - suficiência para o julgamento - princípio da persuasão racional (art. 370 do cpc).

relação jurídica - réu - comprovação - portabilidade de operação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação - fraude - descaracterização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil. 

dano moral - não configuração - réu - divulgação de dados pessoais - não classificação como sensíveis - inteligência das leis de cadastro positivo e de proteção geral de dados - consumidor - desnecessidade de consentimento - art. 7º, x, e § 4º, da lei 13.709/2018 - precedentes - réu - ausência de ilícito e do dever indenizatório extrapatrimonial - pedido inicial - improcedência - sentença - manutenção.

autor - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - respeito aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo do autor desprovido com aplicação de multa pela litigância de má-fé."
10063942220228260297,emily,banco,apelação cível,bancários,tavares de almeida,jales,23ª câmara de direito privado,2023-03-13,2023-03-13,16547960.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação - fraude - descaracterização - refinanciamento de dívida - numerário remanescente - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autor - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - consonância aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo do autor desprovido com aplicação de multa pela litigância de má-fé."
10296269620218260071,emily,banco,apelação cível,bancários,tavares de almeida,bauru,23ª câmara de direito privado,2022-06-30,2022-06-30,15811684.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação de fraude - descaracterização - fato - insurgência dez meses após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - afastamento - pedido inicial - improcedência - sentença - reforma.

apelo do réu provido e do autor prejudicado."
10098480920218260438,emily,banco,apelação cível,bancários,tavares de almeida,penápolis,23ª câmara de direito privado,2022-09-26,2022-09-26,16078951.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - fato - insurgência um ano e meio após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autor - litigância de má-fé - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - juízo - imposição - embasamento - arts. 80, ii e 81 do cpc - cabimento.

apelo do autor não provido."
10080948620218260032,emily,banco,apelação cível,bancários,tavares de almeida,araçatuba,23ª câmara de direito privado,2022-02-02,2022-02-02,15365403.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação de fraude - descaracterização - fato - insurgência um ano e meio após - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - reforma.

autora - litigância de má-fé - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - embasamento - arts. 80, ii e 81 do cpc - valor - respeito aos princípios da razoabilidade e da proporcionalidade - art. 8º do cpc.

apelo do réu provido e da autora prejudicado, com aplicação da multa pela litigância de má-fé."
10067554620218260597,emily,banco,apelação cível,bancários,tavares de almeida,sertãozinho,23ª câmara de direito privado,2022-07-13,2022-07-13,15848768.0,"ação declaratória cumulada com indenizatória - empréstimos consignados - contratações eletrônicas - autor - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação - fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autor - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - consonância aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo do autor não provido com aplicação de multa pela litigância de má-fé."
10107118220228260032,emily,banco,apelação cível,bancários,tavares de almeida,araçatuba,23ª câmara de direito privado,2023-03-07,2023-03-07,16527101.0,"ação declaratória cumulada com indenizatória - empréstimo consignado - contratação eletrônica - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - numerário - depósito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

autora - alteração da verdade dos fatos - reconhecimento - ""improbus litigator"" - multa - imposição - arts. 80, ii, e 81 do cpc - valor - consonância aos princípios da razoabilidade e proporcionalidade - art. 8º do cpc.

apelo da autora não provido com aplicação de multa pela litigância de má-fé."
10089016120218260047,emily,banco,apelação cível,bancários,tavares de almeida,assis,23ª câmara de direito privado,2023-03-24,2023-03-24,16592356.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação - autora - não reconhecimento - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autora - alegação - fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - descaracterização - pedido inicial - improcedência - sentença - manutenção.

apelo da autora desprovido."
10280552720218260577,emily,banco,apelação cível,bancários,tavares de almeida,são josé dos campos,23ª câmara de direito privado,2022-09-09,2022-09-09,16030206.0,"ação declaratória cumulada com repetição do indébito e indenizatória - empréstimo consignado - contratação eletrônica - relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação de fraude - descaracterização - numerário - crédito em conta - utilização - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - dano moral - afastamento - pedido inicial - improcedência - sentença - reforma.

apelo do réu provido e prejudicado o recurso adesivo do autor."
10045704320228260292,emily,banco,apelação cível,bancários,tavares de almeida,jacareí,23ª câmara de direito privado,2023-03-10,2023-03-10,16541959.0,"ação declaratória cumulada com devolução de valores e indenizatória - empréstimo consignado - contratação eletrônica - autor - não reconhecimento - apelo - arguição - cerceamento na produção da prova - inocorrência - perícia - dispensabilidade - prova documental - suficiência para o julgamento - princípio da persuasão racional (art. 370 do cpc).

relação jurídica - réu - comprovação - desincumbência do ônus probatório - art. 373, ii, do cpc - autor - alegação - fraude - descaracterização - portabilidade - quitação da operação anterior sem repasse de numerário adicional ao autor - vedação a comportamento contraditório - ""venire contra factum proprium"" - dever da boa-fé objetiva - art. 422 do código civil - pedido inicial - improcedência - sentença - manutenção.

apelo do autor não provido."
